332,Meningitis,0.0008040245164006138,0.00016982883171063825,5.767508485785405e-05,2.261718436793098e-05,2.0200439130400897e-06,2.828531255231084e-06,3.6261262993542018e-06,2.9523463717274106e-06,3.1829643455456336e-06,3.09879571715936e-06,4.458028939524511e-06,3.369447177076926e-06,4.521710313477505e-06,5.046037387629187e-06,4.719454847606975e-06,6.090397640631706e-06,7.659720436391827e-06,1.1331719464554758e-05
337,Encephalitis,-3.532388350090033e-05,NA,NA,NA,-2.707623207704676e-06,NA,NA,NA,NA,-8.587720549647409e-07,NA,-1.3634756749725647e-06,-1.5983220433381824e-06,-1.8920107368834022e-06,-2.253663156292818e-06,-1.6595208152697166e-06,-2.8558043229326888e-06,-5.172840188297409e-06
338,Diphtheria,NA,NA,1.2783911071805332e-06,1.1421491308611631e-06,1.0565271679643753e-07,3.971650279135807e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,Whooping cough,NA,NA,7.222637127827952e-05,2.4569702295072433e-05,1.5291134059891616e-06,3.198481250825935e-07,7.979032232940977e-08,6.449706149471104e-08,4.6952318873011684e-08,3.2027640420653104e-08,2.4532747020756546e-08,1.9601855260881938e-08,2.631338671738721e-08,3.2806569333340746e-08,4.071979441868336e-08,NA,NA,NA
340,Tetanus,0.002436904889845257,0.00048472892633875643,1.1423400338700152e-05,NA,NA,NA,NA,NA,1.8670225377656492e-06,3.5429036144726886e-06,3.757253382809356e-06,4.3570991047211125e-06,4.721448327078888e-06,8.253002468563076e-06,5.921111497664238e-06,2.562364920411276e-06,4.855319730630384e-06,1.2638882479953115e-06
341,Measles,NA,NA,6.787453640468668e-05,4.0041809197377215e-05,4.639235733696735e-06,1.470011789493937e-06,4.0142144272137973e-07,2.1203581502693874e-07,1.1476577707298742e-07,6.911088382210915e-08,4.487208864028455e-08,3.096934362734783e-08,2.508298193845558e-08,2.244785140089867e-08,2.1095009633528404e-08,NA,NA,NA
342,Varicella and herpes zoster,NA,NA,NA,4.545844162177815e-07,NA,6.829405204238727e-08,2.591062213785584e-08,2.8367632050645372e-08,NA,4.567897664571526e-08,NA,NA,2.8105069429463417e-08,5.231471859094635e-08,9.303312433423958e-08,1.1303382293248181e-07,2.2183418714850826e-07,2.035954467973745e-07
344,Neglected tropical diseases and malaria,NA,0.0004721379763122238,0.0001957799873040123,0.00012908834135858392,8.895623512232978e-06,4.377697624867053e-06,NA,6.326605632843532e-06,6.397491273266816e-06,6.877913293501843e-06,9.318648116756225e-06,1.1913952946544267e-05,1.4116639157945457e-05,2.0874470413711176e-05,2.605437833379795e-05,3.214170822185206e-05,3.4624643734992394e-05,3.9176173134658654e-05
367,Maternal hemorrhage,NA,NA,NA,NA,NA,1.989938387615276e-07,2.7576806316991563e-06,5.477793990005506e-06,8.327285362064323e-06,1.074062948486837e-05,1.2532634434335587e-05,1.5974243667765588e-05,9.134957310266998e-06,1.8067081087046814e-06,NA,NA,NA,NA
368,Maternal sepsis and other maternal infections,NA,NA,NA,NA,NA,9.168537976374135e-08,2.050106896821152e-06,2.751311896174914e-06,3.3650276793874906e-06,3.8770087259966246e-06,5.086582762831074e-06,7.008311664083669e-06,6.634488488706526e-06,7.048216147413256e-07,NA,NA,NA,NA
369,Maternal hypertensive disorders,NA,NA,NA,NA,NA,-1.1463883676588724e-07,-1.2811021987928515e-06,-2.762497530914573e-06,NA,NA,NA,2.5124881374219145e-06,8.360145199902829e-07,NA,NA,NA,NA,NA
370,Maternal obstructed labor and uterine rupture,NA,NA,NA,NA,NA,1.4083335705441842e-07,1.1383749731145137e-06,2.519746963588817e-06,3.3831280576181387e-06,4.242094805296707e-06,4.700733057444654e-06,4.517755458871202e-06,3.7825750923006707e-06,1.3290857325508228e-06,-7.388682531064579e-06,-5.90067352550943e-06,-4.782192107064909e-06,-3.918925413183401e-06
374,Ectopic pregnancy,NA,NA,NA,NA,NA,3.125817271615071e-08,NA,-5.527456391678002e-07,NA,NA,NA,5.277339586729666e-07,2.3619114003480295e-07,1.0000605911107961e-07,NA,NA,NA,NA
375,Indirect maternal deaths,NA,NA,NA,NA,NA,1.8268445738199003e-07,2.0079557300389303e-06,3.5368594209161467e-06,4.746796745015322e-06,5.834166729287644e-06,8.265202991986074e-06,9.679085773130506e-06,5.495511204887123e-06,1.2447929656426127e-06,NA,NA,NA,NA
379,Other maternal disorders,NA,NA,NA,NA,NA,5.0048587944373455e-08,-6.231988368261316e-07,-2.248390301257402e-06,-1.980110656946037e-06,-1.5524324304165512e-06,NA,-5.313803435813147e-06,2.434162716930344e-06,7.932120170348133e-07,NA,NA,NA,NA
381,Neonatal preterm birth,-0.032516478167177405,-0.001161092337344712,NA,NA,-5.867571382051005e-06,-5.476603431438991e-06,-4.880615864203334e-06,-4.225181036226745e-06,-3.8243560300692315e-06,-3.366727451165562e-06,-2.9172192024233464e-06,-2.4255864416062507e-06,-1.897773832015443e-06,-1.2774710957767622e-06,NA,NA,NA,NA
382,Neonatal encephalopathy due to birth asphyxia and trauma,-0.00949221727291159,-0.0004029874764454066,-1.8555253494394798e-05,NA,2.0979343573074076e-06,1.9895477841615324e-06,1.9431252285030424e-06,2.0084156960106335e-06,2.0173489389338784e-06,1.9814414346469684e-06,1.9481691172393206e-06,1.932708168689666e-06,1.9236452623571724e-06,1.9438135463995536e-06,2.0643263252259587e-06,2.2863817806720023e-06,2.470960204034148e-06,2.0247985715771162e-06
383,Neonatal sepsis and other neonatal infections,-0.008478160979253949,-0.0014134413535054052,-2.1765258447951455e-05,-9.537411061246048e-07,-1.3626694523414481e-06,-1.30851372399834e-06,-1.198485821039172e-06,-1.0381494194752739e-06,-8.85761198633464e-07,NA,NA,NA,NA,NA,NA,NA,7.420338408838438e-07,1.1073457278827764e-06
384,Hemolytic disease and other neonatal jaundice,NA,NA,NA,-3.628600186912304e-07,-4.339210775958057e-07,-4.3509105720014683e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.823876380860651e-07,-2.1254920440815837e-07,-1.3151503093236794e-07
385,Other neonatal disorders,-0.01948970432404139,-0.0012255402218428176,-1.3898599428558939e-05,-1.704194864709408e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,Protein-energy malnutrition,NA,-3.0017001185144923e-05,6.096647321857875e-05,4.0549077312187896e-05,1.7210207334118404e-06,1.0172540408707112e-06,5.451581108734761e-07,6.58015924484576e-07,NA,NA,NA,8.132781051014526e-07,1.7083501148941872e-06,2.0459246354674325e-06,NA,2.706072641669166e-06,NA,NA
388,Iodine deficiency,NA,NA,-2.5949652521673255e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,Vitamin A deficiency,NA,NA,NA,NA,-5.343365781567093e-06,-5.745949378187458e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,Dietary iron deficiency,NA,NA,NA,NA,NA,NA,-8.451119588243783e-06,-9.296510946237558e-06,NA,-5.4520082633421705e-06,NA,-5.633843608595042e-06,-4.792014833237923e-06,-1.043623238524957e-05,-1.722733897591377e-05,-1.5368203633728697e-05,-1.4894607835665723e-05,-1.7121890336044098e-05
391,Other nutritional deficiencies,NA,NA,-3.515878579562029e-06,8.824759548630748e-07,-1.8066346362113868e-07,-1.3241310221516835e-07,-1.5208777299194655e-07,-2.370790085279123e-07,-1.7387745137074112e-07,-2.9766107935643605e-07,-2.9863957971156653e-07,-4.856312224323194e-07,-2.004110401673999e-07,NA,NA,-6.277542632727916e-07,-1.6105848833153053e-06,NA
393,Sexually transmitted infections excluding HIV,-0.003294368769007385,-0.0003706796285184576,-4.275800296290601e-05,NA,NA,NA,-2.476481557680191e-07,-6.42206290707363e-07,-8.310810670645889e-07,-9.798167756366925e-07,-1.273750612723127e-06,-1.2864512908260782e-06,-8.777751496884994e-07,-8.260453676932461e-07,NA,-3.180094741976724e-07,-3.956868645203159e-07,-2.192777573680647e-07
400,Acute hepatitis,NA,NA,NA,-1.8453092495765342e-06,NA,-1.0585778272283781e-06,-1.3562783485572207e-06,-1.7396958360433052e-06,-8.471178949401044e-07,-1.395162141775035e-06,-1.4957274938726307e-06,-2.374441887653306e-06,-1.1806475601957895e-06,NA,NA,-2.67478451750963e-06,-1.5826474009934071e-06,-2.2630907464546734e-06
405,Leprosy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.754931664011255e-08
408,Other unspecified infectious diseases,NA,NA,NA,3.0288914103028853e-06,-4.7406030908811986e-07,NA,-4.926718993416767e-07,-6.503627455469643e-07,-4.363859788053374e-07,-6.113926853764365e-07,-3.826659525178678e-07,NA,NA,-1.086601371030391e-06,-1.2093971702393723e-06,NA,NA,NA
411,Esophageal cancer,NA,NA,NA,NA,NA,NA,-3.732869034593416e-08,-7.024186042898972e-08,-1.3070143061646208e-07,NA,-3.536287017209058e-07,-5.943509706495913e-07,NA,NA,NA,3.4610293469404856e-06,9.086928559099106e-06,1.0547831573329843e-05
414,Stomach cancer,NA,NA,NA,NA,NA,NA,-1.7770868691337423e-07,-3.7030926498937706e-07,-5.224316809053834e-07,-1.1837761800569858e-06,NA,NA,-4.357338011986372e-06,-5.553915674676842e-06,-7.665679591659835e-06,-5.248468841398303e-06,NA,-6.685337194360614e-06
417,Liver cancer,NA,NA,NA,NA,1.0946703031950946e-07,5.917122345975698e-08,NA,-1.0673097147924133e-07,NA,NA,NA,-9.960050160680113e-07,NA,NA,NA,NA,NA,NA
423,Larynx cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.130130119926159e-06,NA,NA,-2.2552588049107174e-06
426,"Tracheal, bronchus, and lung cancer",NA,NA,NA,NA,NA,NA,-2.2148263781017058e-07,NA,-4.779876878741695e-07,-5.207388734973393e-07,-1.6224929445291753e-06,-2.6416104685031063e-06,NA,NA,NA,2.2938368534014794e-05,3.871473696314762e-05,4.7029127515587194e-05
429,Breast cancer,NA,NA,NA,NA,NA,NA,-4.3155271524180586e-07,NA,-3.3230930751342238e-06,-7.274568515901531e-06,NA,-1.50056700859073e-05,-1.3242927819052381e-05,NA,-1.793486563393384e-05,-9.057238813485883e-06,NA,NA
432,Cervical cancer,NA,NA,NA,NA,NA,NA,-1.501701784403389e-07,-2.1470241050766154e-07,NA,-3.7830375005801618e-06,-7.696136231177427e-06,-1.2773431375133706e-05,-1.2150169113322567e-05,-1.1766258959593048e-05,-1.3198375673772702e-05,NA,-8.740945004901103e-06,-9.24277295851022e-06
435,Uterine cancer,NA,NA,NA,NA,NA,NA,NA,NA,-2.1037772020629045e-07,-6.052222630759953e-07,-1.2119617670195285e-06,-1.9242512642440935e-06,-3.3499936700695086e-06,-4.305578975468268e-06,-4.9281170663606465e-06,-6.4419148355685825e-06,-6.3097472823201565e-06,-5.151661378708273e-06
441,Colon and rectum cancer,NA,NA,NA,NA,NA,NA,-2.345788589682164e-07,NA,-4.353036617651576e-07,-8.305931693561891e-07,-1.8227420738221983e-06,-2.9232544395807754e-06,-2.8305445836724695e-06,-2.9914964912525977e-06,-2.7909688164534138e-06,NA,NA,NA
447,Nasopharynx cancer,NA,NA,NA,NA,NA,NA,-7.653000568126389e-08,NA,NA,-1.944971447270212e-07,NA,NA,NA,-1.2376362491674022e-06,-1.4866843186083687e-06,-9.734219827382995e-07,-1.0203702767634636e-06,NA
456,Pancreatic cancer,NA,NA,NA,NA,NA,NA,-5.3796754006767095e-08,-6.292830830993225e-08,-2.104357606187382e-07,-3.2302530104893177e-07,-7.497818436921913e-07,-1.2891031300568382e-06,-1.3430931668100588e-06,-1.313635681347222e-06,NA,2.156148568390824e-06,4.6299523257735455e-06,6.391600131029786e-06
459,Malignant skin melanoma,NA,NA,NA,NA,NA,NA,3.589146115181969e-08,3.072949234892771e-07,7.206040828333053e-07,8.60124580601137e-07,6.921548257016702e-07,1.188003034672162e-06,1.3741702864030739e-06,1.7945289533584066e-06,1.994602013408356e-06,2.622291331919668e-06,3.3071188961001066e-06,3.7720340132516354e-06
462,Non-melanoma skin cancer,NA,NA,NA,NA,NA,NA,-2.183948175596865e-08,-5.1080206937251344e-08,-6.349826479428079e-08,-8.243734465524213e-08,-2.3275738487990766e-07,-3.0183140038703285e-07,-3.9897394546185763e-07,-5.713261110535763e-07,-7.607996564057591e-07,-8.228288368391886e-07,-9.58627017813894e-07,-1.5129875295929656e-06
465,Ovarian cancer,NA,NA,NA,NA,NA,NA,-3.933286273557723e-07,-3.922627279230654e-07,-5.717891668308302e-07,-9.401628508429206e-07,-1.79513257134983e-06,-3.0259444442622422e-06,-4.017874968964504e-06,-4.316518519485334e-06,NA,NA,4.14767041423359e-06,5.365764287997607e-06
471,Kidney cancer,-5.955126957065378e-06,-9.550100494343912e-07,NA,NA,-2.3192642794545018e-07,-5.099134282547114e-08,-6.001084792523089e-08,-1.1295380677423496e-07,-1.77818616788296e-07,-2.4313656621004996e-07,-4.618704577308541e-07,-4.4121377674162044e-07,-7.504944202638462e-07,-1.3663639063186291e-06,-1.3774611317873456e-06,-9.972123205100415e-07,NA,NA
474,Bladder cancer,NA,NA,NA,NA,NA,NA,NA,-1.091690949676548e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,Brain and central nervous system cancer,-4.2090907556099965e-05,NA,NA,NA,-6.966743878896876e-07,-7.03544621688081e-07,-6.915352763361906e-07,-3.5547040954617563e-07,-9.094442507584093e-07,-7.949547014814043e-07,-1.5310058119405147e-06,-1.2315858415484113e-06,-7.709053726135384e-07,NA,NA,1.5690174383683952e-06,1.9042067819529174e-06,2.09932925547904e-06
480,Thyroid cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.498066874641448e-07,-6.969047093955058e-07,-1.058784980076953e-06,-1.3817154105777623e-06,NA,NA,-2.2184575760794876e-06
484,Hodgkin lymphoma,NA,NA,NA,5.377374720395292e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3202448494648764e-07,-1.3121460006550654e-07,NA,NA
485,Non-Hodgkin lymphoma,-1.2768695671218213e-05,NA,-6.751884930451371e-07,5.507290718665473e-07,NA,-3.018740583317775e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6221895857251062e-06
486,Multiple myeloma,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9477729817441414e-07,-3.583005003986496e-07,-5.35470792785157e-07,-8.659904776170726e-07,-1.5004594753048562e-06,-1.953175916078562e-06,-1.3518211448554088e-06,NA,1.536771941742224e-06
487,Leukemia,NA,NA,NA,NA,-1.8925335610148366e-06,NA,NA,NA,NA,NA,-2.0405441234707867e-06,-2.200362673201447e-06,NA,NA,NA,NA,NA,1.6040817504300514e-06
489,Other malignant neoplasms,NA,NA,NA,1.4856987336617961e-06,7.426202229891163e-07,NA,NA,NA,NA,NA,NA,-2.7863192832202973e-06,NA,-7.753872662928255e-06,-1.025039894423828e-05,-1.0379624201613988e-05,-1.0475597317893229e-05,-1.2857295032977045e-05
490,Other neoplasms,6.065729733409846e-06,-1.0021921960441702e-06,-5.400186065345202e-07,-3.1917464247182104e-07,NA,-2.449758739939881e-07,-3.294259002427543e-07,-4.087938600323423e-07,-3.570772599855815e-07,-9.62778801557608e-07,-1.0564759335593835e-06,-1.245215552811778e-06,-1.619072866451728e-06,-1.8449059590557075e-06,-2.3955313859215846e-06,-2.067131468640525e-06,-1.5681990492362942e-06,-7.23263696662293e-07
492,Rheumatic heart disease,NA,NA,NA,5.837328105627987e-07,-5.644183410114907e-07,-1.544049694246086e-06,-2.0482326768159906e-06,-1.9045325319918075e-06,-2.7012945075585576e-06,-3.6186214660641476e-06,-4.4449462132510185e-06,-6.277034926158232e-06,-6.074212863311089e-06,-7.505904563547505e-06,-7.350578956213038e-06,-7.321838723469491e-06,-6.265863321258447e-06,-6.955452467475547e-06
493,Ischemic heart disease,NA,NA,NA,NA,NA,NA,NA,NA,-1.1022978084687858e-05,-2.0268018187245414e-05,-3.2610219475839806e-05,-5.738850244266597e-05,-8.800685383993941e-05,-0.00013037549659024563,-0.00020325801058238945,-0.00027732504445908955,-0.00036828400512950037,-0.0005337109950928237
494,Stroke,NA,NA,NA,NA,NA,NA,-3.8094559296602785e-06,-5.6890462944615394e-06,-9.274388448110097e-06,NA,-2.6894101615105782e-05,NA,NA,NA,NA,NA,NA,NA
498,Hypertensive heart disease,NA,NA,NA,NA,NA,NA,-1.2623521088707485e-07,-3.3493505846452184e-07,-7.345662945094681e-07,-1.5420653603117765e-06,-2.8720562059756014e-06,-5.4505533272177855e-06,-8.879118382892135e-06,-1.3827693204246787e-05,-1.865787234818332e-05,-2.0209895159433485e-05,-2.4727827682624677e-05,-3.618940248837638e-05
499,Cardiomyopathy and myocarditis,4.149907651157269e-05,NA,NA,NA,-4.195845515077373e-07,-8.539357820920769e-07,-1.5282981494208183e-06,-3.0693357328814627e-06,-6.530250169137671e-06,-1.2429041054111673e-05,-2.019355909852678e-05,-2.5357942371655426e-05,-2.7929822195443486e-05,-2.877637018253196e-05,-2.9699823642913185e-05,-2.687080749752459e-05,-2.3875399134554608e-05,-2.273923426717767e-05
500,Atrial fibrillation and flutter,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.683964962597756e-07,-3.124529291653111e-07,-5.855515447088421e-07,-1.0000306163636269e-06,-1.3962140092645997e-06,-2.3532133398579368e-06,-3.5240377279074423e-06,-4.576849057533611e-06,-6.646178713387338e-06
501,Aortic aneurysm,NA,NA,NA,NA,NA,NA,-1.0634455209518692e-07,-9.796932340363676e-08,-2.0762948298578921e-07,-2.8708701741776733e-07,-6.20840961974693e-07,-9.618443996123517e-07,-1.5242275951852785e-06,-2.224557936115496e-06,-2.532020655343775e-06,-1.8847891794741383e-06,NA,2.805203996370803e-06
502,Peripheral artery disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5927915039094156e-07,-4.6073947895436356e-07,-9.483052324502263e-07,-1.979618292962644e-06,-3.306306249483358e-06,-5.464074747973929e-06,-7.716280804104848e-06
503,Endocarditis,1.3330996518946843e-05,5.178712946821353e-06,NA,7.191646179208426e-07,-8.57393494151603e-08,-1.7097710455404067e-07,-6.957046514478819e-07,-1.1056673747048463e-06,-1.5968335962431675e-06,-1.8829175177458368e-06,-1.7686600464051302e-06,-2.091553250563231e-06,-2.17208617203856e-06,-2.0745803767102998e-06,-2.266465038074245e-06,NA,NA,NA
507,Other cardiovascular and circulatory diseases,3.3174737403289016e-05,NA,NA,NA,NA,NA,-4.833938383886564e-07,NA,NA,NA,-1.1030970397503812e-06,NA,-1.6557636899806113e-06,NA,NA,NA,NA,NA
509,Chronic obstructive pulmonary disease,NA,NA,NA,NA,-2.3836471286695672e-07,NA,NA,NA,NA,NA,NA,-1.4901960754206914e-05,-2.423467573973406e-05,-3.817037641774658e-05,NA,NA,NA,NA
515,Asthma,NA,NA,NA,-2.6824879572288183e-06,NA,5.221235358240946e-06,9.185776321132097e-06,1.0163370557312268e-05,8.355393615317537e-06,6.086938922669572e-06,4.72576312612633e-06,NA,NA,NA,NA,NA,-1.4502737595217903e-05,-2.2937506122529118e-05
516,Interstitial lung disease and pulmonary sarcoidosis,NA,NA,NA,NA,NA,-6.336659278840944e-08,-1.0067353649622274e-07,-1.8416133652046742e-07,-3.0400530385026675e-07,-4.093266578257063e-07,-8.766430459686204e-07,-9.138140111182918e-07,-1.2791963121531429e-06,-1.517269990761813e-06,-1.7225568242179616e-06,-1.3199962103990335e-06,NA,NA
520,Other chronic respiratory diseases,NA,NA,NA,-6.399683548553011e-07,-5.13707828786253e-07,-6.821776621358052e-07,NA,NA,NA,NA,NA,-2.50330913925138e-06,-2.5853460264842364e-06,-3.108723549925482e-06,-3.756916969142544e-06,-1.6626719773639445e-06,-1.8029402258423879e-06,-2.037500888342904e-06
521,Cirrhosis and other chronic liver diseases,5.2619722203631366e-09,2.4859067643734574e-08,1.793967989488092e-07,-1.536915915034184e-06,NA,NA,NA,-7.5770172342154616e-06,-1.2214468068399942e-05,-2.0919524395204808e-05,-3.1076843973368357e-05,-3.2488904276515645e-05,-3.3348246045413244e-05,-3.9619341866420895e-05,-4.723662411048767e-05,NA,-4.225579006613333e-05,-5.431676930816611e-05
527,Peptic ulcer disease,NA,NA,NA,2.8285593658419715e-07,1.5310912267195663e-07,1.4375456794853941e-07,NA,3.538367425219787e-07,NA,NA,-7.645365743340617e-07,-1.2852256121457938e-06,NA,-1.9145199754359863e-06,NA,NA,NA,-4.030943743935313e-06
528,Gastritis and duodenitis,NA,NA,NA,-2.133625049450404e-06,-4.922135553264121e-06,-5.728264437999418e-06,-4.03444731316231e-06,-6.703468837539208e-07,NA,NA,1.0942613520720878e-06,1.524276529113046e-06,1.8018830081305661e-06,2.4982763774439453e-06,1.5650498303116244e-06,3.6262999260896867e-06,5.6635770851483376e-06,4.698251575020055e-06
529,Appendicitis,NA,NA,NA,7.305632404640124e-07,-3.005036198962328e-07,-4.5114631347516783e-07,-6.938646343982824e-07,-6.443494412176578e-07,-7.862837736327608e-07,-5.145545730606416e-07,-6.721137746708612e-07,-4.190890482966364e-07,-9.172495695390899e-07,-7.501827337439231e-07,-1.154305935747526e-06,-7.479887310835621e-07,-9.363573461177813e-07,-1.1227655993672067e-06
530,Paralytic ileus and intestinal obstruction,-8.825654260182885e-05,-4.68183398676262e-05,-2.7422766036182613e-05,NA,-5.3827601353905e-07,-4.1335037037537265e-07,NA,NA,NA,-9.495149260434853e-07,-1.289936121634049e-06,NA,NA,-1.8273994974736475e-06,-3.7289920913347004e-06,-3.006009594387123e-06,NA,-4.770437092231788e-06
531,"Inguinal, femoral, and abdominal hernia",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09252228420624e-07,7.415738868765803e-07,NA,9.432205830803158e-07,-5.692727872387788e-07,NA,-1.8005780919345187e-06,-2.308472989331989e-06,NA
532,Inflammatory bowel disease,NA,NA,NA,NA,NA,3.2752911378159603e-07,8.870197264313213e-07,1.3488347685312286e-06,1.8591117632839379e-06,NA,2.5708541980644612e-06,2.9163863466819424e-06,3.281574962600536e-06,2.998050077805098e-06,NA,NA,2.737278492653295e-06,2.3044423132169387e-06
533,Vascular intestinal disorders,NA,NA,NA,NA,-1.4827656404018126e-08,NA,NA,-8.964760056008927e-08,-1.453877286170561e-07,-1.1212582055230555e-07,-2.9358418255410745e-07,-3.743476986657291e-07,-5.736978544757178e-07,-6.183240127519346e-07,-1.0481976360584297e-06,-1.4620065010391822e-06,-3.021353469025572e-06,-5.326902963421659e-06
534,Gallbladder and biliary diseases,NA,NA,NA,1.8122934341564697e-07,NA,-4.752777627189754e-08,-1.485063206033134e-07,-2.2554286847752242e-07,-3.586750359925073e-07,NA,-8.589355504340514e-07,NA,NA,-2.3290387202845797e-06,NA,-3.855478011319243e-06,NA,NA
535,Pancreatitis,NA,NA,NA,-3.855706213672214e-08,-7.922349568468818e-08,-6.260211095742194e-08,-3.8117415487615404e-07,-8.695753364932669e-07,-1.893111257174769e-06,-2.819506413370713e-06,-3.894269627405213e-06,-4.353273574157162e-06,-3.655714683158162e-06,-4.441735164638314e-06,-4.909868418109188e-06,-5.702136234159679e-06,-5.399055298313526e-06,-6.161225826378515e-06
541,Other digestive diseases,NA,NA,NA,-5.863124252252761e-07,-7.140593612263348e-07,-7.845330341385576e-07,-5.053364134026535e-07,-4.783752297510724e-07,NA,-7.6574667745195e-07,-7.635069306666138e-07,NA,-1.1044237552463609e-06,-9.211661814882171e-07,-1.3374117223505044e-06,NA,-2.164434365893388e-06,NA
543,Alzheimer's disease and other dementias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.870452593662872e-07,NA,NA,NA,NA
544,Parkinson's disease,NA,NA,NA,NA,NA,NA,NA,-6.5390615266036865e-09,-1.5458749326173187e-08,-2.888136856261315e-08,NA,NA,NA,NA,NA,NA,NA,-6.53052964653642e-06
545,Idiopathic epilepsy,-1.973825170127065e-06,-1.9430406982812945e-06,-8.69157175923072e-06,NA,-1.576401024421538e-06,-1.5110370505960121e-06,NA,NA,NA,NA,NA,NA,NA,NA,-1.2616188813324722e-06,NA,NA,NA
546,Multiple sclerosis,NA,NA,NA,NA,NA,NA,NA,3.946024704489063e-07,7.770550907964255e-07,1.2979684653539486e-06,1.7654003360893876e-06,2.2865670225770305e-06,3.33484651813348e-06,4.345629282756648e-06,4.98761855932914e-06,NA,NA,NA
547,Migraine,NA,NA,NA,NA,-2.2110254919478056e-06,-9.507372655664496e-06,-6.320526774412874e-06,5.3489023110394465e-06,NA,NA,NA,NA,-4.859376084699808e-06,-8.144378863587062e-06,-1.0037069115126348e-05,-1.0428691140272933e-05,-8.196944690031343e-06,-5.970455747184344e-06
548,Tension-type headache,NA,NA,NA,NA,-3.3611795700890567e-07,-7.736906851304917e-07,-8.819002219043835e-07,-1.632127756806892e-06,-1.3062879867079969e-06,-9.86962831162154e-07,NA,NA,NA,-1.0868092551004002e-06,-1.6586528511044032e-06,-1.7600828259591017e-06,-1.5129395346795652e-06,-1.1827773579265228e-06
